PLAYER_LOCATION,1154,3/20/2024 10:53:17 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,1154,3/20/2024 10:53:17 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,1922,3/20/2024 10:53:18 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,1922,3/20/2024 10:53:18 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2154,3/20/2024 10:53:18 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2154,3/20/2024 10:53:18 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2654,3/20/2024 10:53:19 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,2654,3/20/2024 10:53:19 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,3154,3/20/2024 10:53:19 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
PLAYER_LOCATION,3154,3/20/2024 10:53:19 AM,824a21ea-0d07-40a2-9adf-e1a7a1f710f5,1.4,"(1.9, 1.8, 1.2)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)",
